Name,Player_ID,#,Team,Conference,Bats,Throws,Position,Class,Height,Hometown
Sadiel Rodriguez,120968,33,Caldwell,CACC,RIGHT,RIGHT,C,Fr.,5-8,"Pomona, NY"
Vinny Sangataldo,120969,29,Caldwell,CACC,RIGHT,RIGHT,P,Jr.,6-1,"Medford, NJ"
Akkash Santiago,120970,18,Caldwell,CACC,RIGHT,RIGHT,C,Sr.,5-10,"Toms River, NJ"
Eli Santiago,120971,23,Caldwell,CACC,RIGHT,RIGHT,OF,Sr.,5-10,"Toms River, NJ"
Ryan Silnik,120972,34,Caldwell,CACC,RIGHT,RIGHT,P,Sr.,6-3,"Washington Twps, NJ"
Andrew Simmons,120973,44,Caldwell,CACC,LEFT,LEFT,P,So.,6-4,"Warren, NJ"
David Steward,120974,46,Caldwell,CACC,RIGHT,RIGHT,P,Fr.,5-10,"Pennington, NJ"
Braydon Torres,120975,43,Caldwell,CACC,RIGHT,RIGHT,INF,Fr.,6-0,"Roxbury Twp, NJ"
Patrick Tullo,120976,16,Caldwell,CACC,LEFT,LEFT,P,Jr.,5-10,"Berkeley Heights, NJ"
Jimmy Turchi,120977,28,Caldwell,CACC,RIGHT,RIGHT,OF,Jr.,5-10,"Bridgewater, NJ"
Vin Vargas,120978,15,Caldwell,CACC,RIGHT,RIGHT,INF,Sr.,5-9,"Maywood, NJ"
Stephen Young Jr.,120979,2,Caldwell,CACC,RIGHT,RIGHT,INF,Sr.,5-9,"Middlesex, NJ"
Devin Blayney,120980,19,Cameron,Lone Star,,,PR/rf,Fr.,-,
Devin Blayney,120981,19,Cameron,Lone Star,,,OF,Sr.,5-10,"Lees Summit, MO"
Will Bradley,120982,6,Cameron,Lone Star,RIGHT,RIGHT,C,Sr.,5-10,"Norman, OK"
Jaylen Cream,120983,25,Cameron,Lone Star,,,p,Fr.,-,
Wyatt Cunningham,120984,12,Cameron,Lone Star,,,,Sr.,-,
Boux Delong,120985,17,Cameron,Lone Star,,,INF,Fr.,-,
Aiden Doty,120986,31,Cameron,Lone Star,,RIGHT,P,Jr.,6-3,"Wichita, KS"
Aidan Duggan,120987,23,Cameron,Lone Star,,,,Jr.,-,
Carson Dunham,120988,29,Cameron,Lone Star,,,C,Jr.,5-10,"Dayton, TX"
Anthony Elkouri,120989,99,Cameron,Lone Star,,RIGHT,P,So.,6-1,"Lawton, OK"
Jackson Harrell,120990,13,Cameron,Lone Star,,,3b,Fr.,-,
Hunter Hitt,120991,12,Cameron,Lone Star,,LEFT,P,So.,6-0,"Sunnyvale, TX"
Jordan Hodges,120992,19,Cameron,Lone Star,,,,Sr.,-,
Brent Holdren,120993,28,Cameron,Lone Star,,RIGHT,UT,Fr.,-,"Longview, TX"
Devon Hughes,120994,27,Cameron,Lone Star,,,INF,So.,5-9,"Crane, MO"
Jared Hughes,120995,15,Cameron,Lone Star,RIGHT,RIGHT,P,Sr.,6-3,"Republic, MO"
Nate Jacobson,120996,35,Cameron,Lone Star,,,p,Fr.,-,
Parker Jensen,120997,30,Cameron,Lone Star,,,p,Jr.,-,
Drake Jones,120998,98,Cameron,Lone Star,,RIGHT,P,Jr.,6-0,"Cache, OK"
Keith Kennemer,120999,34,Cameron,Lone Star,,,p,Fr.,-,
Ryan Kopp,121000,24,Cameron,Lone Star,,,INF,So.,5-7,"Snyder, OK"
Adrien Marquez,121001,18,Cameron,Lone Star,,RIGHT,P,Jr.,6-0,"Thatcher, AZ"
Ben Matthews,121002,20,Cameron,Lone Star,,,,---,-,
Gage McAnally,121003,97,Cameron,Lone Star,,,INF,So.,6-1,"Fort Worth, TX"
Kole McLaurin,121004,96,Cameron,Lone Star,,,OF,Fr.,5-10,"Sugar Land, TX"
Reese Milam,121005,21,Cameron,Lone Star,,,,Sr.,-,
Leonardo Moncada,121006,95,Cameron,Lone Star,,,C,Fr.,5-9,"Pompano Beach, FL"
Clinton Moore,121007,14,Cameron,Lone Star,,,c,Fr.,-,
Nick Oliveira,121008,33,Cameron,Lone Star,,,,Fr.,-,
Triston Perry,121009,26,Cameron,Lone Star,,,p,So.,-,
Colton Popp,121010,22,Cameron,Lone Star,,RIGHT,P,Sr.,6-2,
Jackson Powell,121011,32,Cameron,Lone Star,,,p,Jr.,-,
Sean Rabe,121012,5,Cameron,Lone Star,,,UT,Jr.,5-7,"Celina, TX"
Owen Rice,121013,11,Cameron,Lone Star,,,,So.,-,
Kaleb Roberts,121014,16,Cameron,Lone Star,,,,So.,-,
Zane Roos,121015,10,Cameron,Lone Star,,,,So.,-,
Keegan Solomon,121016,8,Cameron,Lone Star,,,,So.,-,
Hunter Tate,121017,3,Cameron,Lone Star,,,INF,Sr.,5-9,"Red Oak, TX"
Sutton Titsworth,121018,7,Cameron,Lone Star,RIGHT,RIGHT,OF,Sr.,6-0,"Bristow, OK"
Diego Villarreal,121019,4,Cameron,Lone Star,,,,Sr.,-,
Jaiden Villarreal,121020,92,Cameron,Lone Star,,RIGHT,P,Jr.,6-3,"Commerce City, CO"
Ben Williams,121021,13,Cameron,Lone Star,LEFT,LEFT,P,Sr.,5-11,"Frisco, TX"
Grayson Wroten,121022,93,Cameron,Lone Star,,,UT,Jr.,5-11,"Gardner, KS"
Daniel Yardley,121023,9,Cameron,Lone Star,,,1b,Fr.,-,
Dylan Zimmerman,121024,94,Cameron,Lone Star,,,OF,So.,6-2,"Kansas City, MO"
Kyle Adams,121025,23,Carson-Newman,SAC,,,p,---,-,
Trace Alexander,121026,13,Carson-Newman,SAC,,,INF,Jr.,-,
Bransen Angel,121027,1,Carson-Newman,SAC,,,p,Jr.,-,
Seth Benner,121028,23,Carson-Newman,SAC,,,,Sr.,-,
M. Bishop,121029,27,Carson-Newman,SAC,,,ph,---,-,
Aaron Bobo,121030,36,Carson-Newman,SAC,,,P,Jr.,-,
Ryan Bolton,121031,24,Carson-Newman,SAC,,,OF,Sr.,-,
Cameron Butler,121032,19,Carson-Newman,SAC,,,P,Fr.,-,
Wade Carruthers,121033,27,Carson-Newman,SAC,,,OF,Jr.,-,
Kolton Casson,121034,25,Carson-Newman,SAC,,,P,So.,-,
Carson Cochran,121035,30,Carson-Newman,SAC,,,C,So.,-,
Brock Culpepper,121036,15,Carson-Newman,SAC,,,,Sr.,-,
Colton Evans,121037,5,Carson-Newman,SAC,,,UT,Sr.,-,
Drew Fletcher,121038,26,Carson-Newman,SAC,,,,Fr.,-,"Waxhaw, NC"
Logan Floyd,121039,11,Carson-Newman,SAC,,,,Jr.,-,
Aiden Gibson,121040,21,Carson-Newman,SAC,,,,Sr.,-,
Maddox Greene,121041,3,Carson-Newman,SAC,,,UT,Fr.,-,
Gavin Griner,121042,31,Carson-Newman,SAC,,,P,Fr.,-,"Oxford, AL"
Kevin Hammond,121043,8,Carson-Newman,SAC,RIGHT,RIGHT,C,So.,5-11,"Keller, TX"
Christian Henderson,121044,33,Carson-Newman,SAC,,,P,So.,-,
Ryan Higgins,121045,35,Carson-Newman,SAC,,,P,Jr.,-,
Wyatt Hoffman,121046,99,Carson-Newman,SAC,,,C,Jr.,-,
Kylan Hornbuckle,121047,9,Carson-Newman,SAC,,,OF,So.,-,
Ian Hubbard,121048,16,Carson-Newman,SAC,,,OF,So.,6-0,"Oak Ridge, TN"
Tanner Kilgore,121049,17,Carson-Newman,SAC,,,INF,Jr.,-,
McCain Mangum,121050,44,Carson-Newman,SAC,,,P,Sr.,-,
Evan Mutter,121051,10,Carson-Newman,SAC,,,,Jr.,-,
Cole Nathan,121052,6,Carson-Newman,SAC,,,P,Jr.,-,
Eli Norris,121053,41,Carson-Newman,SAC,,,,Jr.,-,
John Pierce,121054,7,Carson-Newman,SAC,,,INF,Jr.,-,"Brentwood, TN"
Alex Ring,121055,22,Carson-Newman,SAC,,,INF,Jr.,-,
Braxton Roberts,121056,42,Carson-Newman,SAC,,,P,Jr.,-,
Sebastian Rodriguez,121057,20,Carson-Newman,SAC,,,INF,Fr.,-,"Greensboro, NC"
Jacob Rogers,121058,18,Carson-Newman,SAC,,,C,Sr.,-,
James Salicco,121059,32,Carson-Newman,SAC,,,P,Sr.,-,
Harrison Shelton,121060,14,Carson-Newman,SAC,,,p,---,-,
Denver Slifka,121061,4,Carson-Newman,SAC,,,P,Jr.,-,
Braxton Smith,121062,2,Carson-Newman,SAC,,,OF,So.,-,
Bradley Soto Diaz,121063,34,Carson-Newman,SAC,,,OF,Sr.,-,"Davenport, FL"
Sean Strittmatter,121064,12,Carson-Newman,SAC,,,INF,Jr.,-,"Scottsdale, AZ"
Jackson Underwood,121065,28,Carson-Newman,SAC,RIGHT,RIGHT,P,Sr.,6-2,"Murfreesboro, TN"
Jameson Van Ness,121066,29,Carson-Newman,SAC,,,C,So.,-,
Alec Wilson,121067,40,Carson-Newman,SAC,,,P,Fr.,-,"Baxter, TN"
Jack Wyatt,121068,14,Carson-Newman,SAC,,,OF,Fr.,-,"Clarksville, TN"
Sam Alessi,121069,32,Catawba,SAC,RIGHT,RIGHT,P,So.,-,"Harrisburg, NC"
Hunter Atkins,121070,23,Catawba,SAC,RIGHT,RIGHT,OF,So.,-,"Randleman, NC"
Cooper Beck,121071,31,Catawba,SAC,RIGHT,RIGHT,C,Fr.,5-9,"Lexington, NC"
Cameron Burleyson,121072,44,Catawba,SAC,RIGHT,RIGHT,C,Jr.,5-10,"China Grove, NC"
Joe Burleyson,121073,25,Catawba,SAC,RIGHT,RIGHT,P,So.,-,"Salisbury, NC"
Nathan Chrismon,121074,1,Catawba,SAC,RIGHT,RIGHT,INF,Sr.,-,"China Grove, NC"
Malachi Cloud,121075,19,Catawba,SAC,RIGHT,RIGHT,OF,Jr.,5-10,"Decatur, GA"
Matthew Connolly,121076,13,Catawba,SAC,RIGHT,RIGHT,C,Jr.,-,"Salisbury, NC"
Brandon Crabtree,121077,4,Catawba,SAC,LEFT,RIGHT,INF,Jr.,6-0,"Pittsboro, NC"
Jack Cuba,121078,39,Catawba,SAC,RIGHT,RIGHT,C,Jr.,5-8,"Wilmington, NC"
Calvin Douglas,121079,28,Catawba,SAC,RIGHT,RIGHT,P,So.,-,"Waxhaw, NC"
Jake Dunlap,121080,16,Catawba,SAC,LEFT,RIGHT,OF,So.,-,"High Point, NC"
Logan Dyer,121081,2,Catawba,SAC,RIGHT,RIGHT,INF,So.,-,"Salisbury, NC"
Marshal Faw,121082,17,Catawba,SAC,RIGHT,RIGHT,UT,Fr.,5-11,"Landis, NC"
Zachary Gaydos,121083,10,Catawba,SAC,RIGHT,RIGHT,P,Fr.,6-3,"Matthews, NC"
Casey Gouge,121084,11,Catawba,SAC,LEFT,LEFT,P,Sr.,6-2,"Salisbury, NC"
Ty Hubbard,121085,9,Catawba,SAC,LEFT,RIGHT,INF,Sr.,5-11,"Salisbury, NC"
Sam Hunter,121086,3,Catawba,SAC,LEFT,RIGHT,OF,Sr.,5-10,"Saint Petersburg, FL"
Parker Lakey,121087,14,Catawba,SAC,RIGHT,RIGHT,P,Fr.,6-1,"Harrisburg, NC"
Braden Major,121088,22,Catawba,SAC,RIGHT,RIGHT,P,Jr.,5-10,"Mooresville, NC"
Kaden Neuman,121089,21,Catawba,SAC,RIGHT,RIGHT,P,Jr.,6-0,"Bull Valley, IL"
Kemper Nix,121090,33,Catawba,SAC,LEFT,LEFT,P,Sr.,6-4,"Spartanburg, SC"
Kylan Odean,121091,26,Catawba,SAC,RIGHT,RIGHT,OF,So.,-,"Matthews, NC"
"Hartley Rahman, Jr.",121092,8,Catawba,SAC,RIGHT,RIGHT,INF,Fr.,5-9,"Richmond, VA"
Owen Robinson,121093,50,Catawba,SAC,LEFT,LEFT,P,Fr.,6-3,"Jamestown, NC"
Ian Rone,121094,5,Catawba,SAC,RIGHT,RIGHT,OF,Fr.,5-11,"Lexington, KY"
Seth Sharpe,121095,27,Catawba,SAC,RIGHT,RIGHT,P,So.,-,"Eden, NC"
Sean Shelly,121096,15,Catawba,SAC,RIGHT,RIGHT,1B,Sr.,-,"Clearwater, FL"
Parker Styborski,121097,20,Catawba,SAC,RIGHT,RIGHT,OF,Sr.,6-3,"Sherrills Ford, NC"
Colt Wilkins,121098,12,Catawba,SAC,RIGHT,RIGHT,P,Sr.,6-1,"Greensboro, NC"
Elijah Alexander,121099,3,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,INF,Sr.,6-2,"Moore, OK"
Jackson Archambeau,121100,8,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,INF,Jr.,6-3,"Broken Arrow, OK"
Colton Ayres,121101,10,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,OF,Sr.,6-0,"Kellyville, OK"
Brody Berlowitz,121102,23,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,So.,6-2,"Cushing, OK"
Caleb Castle,121103,7,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,INF,Sr.,6-3,"Houston, TX"
Conner Chambers,121104,36,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Fr.,6-8,"Oklahoma City, OK"
Mylan Childers,121105,35,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-1,"Seminole, OK"
Blake DeLong,121106,47,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-0,"Decatur, TX"
John Demcher,121107,28,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Sr.,6-3,"Argyle, TX"
Benicio Diez,121108,45,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,C,Sr.,6-3,
Jett Farmer,121109,39,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,So.,6-2,"Choctaw, OK"
Bron Farr,121110,31,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-1,"New Braunfels, TX"
Logan Firgens,121111,6,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,OF,Fr.,6-1,"Plano, TX"
Cortt Gentry,121112,41,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Sr.,6-1,"Denton, TX"
Trent Gerber,121113,34,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Sr.,6-1,"Nazareth, TX"
Gage Gilchrist,121114,25,Central Okla.,Mid-America Intercollegiate,LEFT,RIGHT,INF,Sr.,6-2,"Edmond, OK"
Caden Hinther,121115,46,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-0,"Yukon, OK"
Zach Hudspeth,121116,1,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-0,"Arlington, TX"
Braxton Jones,121117,27,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,So.,6-6,"Sapulpa, OK"
Drake Lee,121118,17,Central Okla.,Mid-America Intercollegiate,LEFT,RIGHT,UT,Sr.,6-0,"Lafayette, LA"
Michael Lopez,121119,0,Central Okla.,Mid-America Intercollegiate,LEFT,LEFT,P,Sr.,6-0,"Houston, TX"
Jackson MacWilliams,121120,44,Central Okla.,Mid-America Intercollegiate,LEFT,LEFT,P,Jr.,6-1,"Edmond, OK"
Cade Mills,121121,14,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,C,Jr.,6-2,"Amarillo, TX"
Gage Norvell,121122,43,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Sr.,6-3,"Tuttle, OK"
Haden O'Toole,121123,12,Central Okla.,Mid-America Intercollegiate,LEFT,RIGHT,INF,Sr.,6-2,"Arkansas City, KS"
Mack Ortner,121124,40,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-4,"Waterloo, IA"
Brett Pense,121125,50,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-4,"Edmond, OK"
Cade Perkins,121126,29,Central Okla.,Mid-America Intercollegiate,LEFT,LEFT,P,Sr.,6-2,"Manhattan, KS"
Delton Roberts,121127,15,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-3,"Durant, OK"
Trevor Rowe,121128,16,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,C,Jr.,6-0,"Kaw City, OK"
Danny Satterlee,121129,24,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-3,"Norman, OK"
Kade Sheldon,121130,5,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,OF,Jr.,6-1,"Derby, KS"
Solomon Skalnik,121131,13,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,OF,Jr.,6-3,"Owasso, OK"
Noah Smallwood,121132,4,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,INF,Sr.,5-10,"Owasso, OK"
Luke Stout,121133,9,Central Okla.,Mid-America Intercollegiate,LEFT,RIGHT,UT,Sr.,6-1,"Midwest City, OK"
Carson Taylor,121134,20,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,INF,Jr.,6-1,"Burleson, TX"
Logan Taylor,121135,32,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-1,"Burleson, TX"
Brayden Thompson,121136,51,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Sr.,6-2,"Tulsa, OK"
Kamden Thompson,121137,38,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-0,"Bixby, OK"
Tristan Wittau,121138,33,Central Okla.,Mid-America Intercollegiate,LEFT,LEFT,P,Sr.,6-2,"Denton, TX"
Chase Yarger,121139,26,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,P,Jr.,6-2,"Oklahoma City, OK"
Wyatt Yetter,121140,21,Central Okla.,Mid-America Intercollegiate,RIGHT,RIGHT,OF,Jr.,5-10,"Omaha, NE"
Drake Anderson,121141,17,Central Wash.,Great Northwest,LEFT,LEFT,P,Sr.,6-1,"Enumclaw, WA"
Kellen Berg,121142,9,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Jr.,5-11,"Kennewick, WA"
Logan Blank,121143,3,Central Wash.,Great Northwest,LEFT,LEFT,OF,Sr.,6-0,"Bellevue, WA"
Max Bledy,121144,10,Central Wash.,Great Northwest,RIGHT,RIGHT,OF,Sr.,6-0,"Wilsonville, OR"
Ethan Buckley,121145,22,Central Wash.,Great Northwest,RIGHT,RIGHT,C,Jr.,6-0,"Cape Town, South Africa"
Jackson Burtis,121146,11,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-4,"Maple Valley, WA"
Andrew Charron,121147,18,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Jr.,5-10,"Pasco, WA"
Cam Costello,121148,5,Central Wash.,Great Northwest,LEFT,LEFT,OF,Fr.,5-11,"Olympia, WA"
Austin Cupic,121149,12,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-2,"Mercer Island, WA"
Xavier Espindola,121150,30,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Fr.,5-10,"Puyallup, WA"
Braeden Fagnant,121151,43,Central Wash.,Great Northwest,LEFT,RIGHT,P,So.,6-1,"Bonney Lake, WA"
Andre Garza,121152,2,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Jr.,5-10,"Othello, WA"
Kaden Haffner,121153,8,Central Wash.,Great Northwest,RIGHT,RIGHT,P,So.,5-10,"Granger, WA"
Garet Hagy,121154,6,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Sr.,6-1,"Ephrata, WA"
Conrad Henkel,121155,33,Central Wash.,Great Northwest,RIGHT,RIGHT,OF,Jr.,6-0,"Maple Valley, WA"
Kaiden Hernandez,121156,27,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Jr.,5-11,"Henderson, NV"
Derek Hotzler,121157,26,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-4,"Richmondville, NY"
Sinclair Lee,121158,14,Central Wash.,Great Northwest,RIGHT,RIGHT,C,Jr.,6-0,"Victoria, Canada"
Logan Lipscomb,121159,37,Central Wash.,Great Northwest,RIGHT,RIGHT,OF,Fr.,6-4,"Puyallup, WA"
Jake Lockwood,121160,29,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Jr.,6-0,"Seattle, WA"
Kyler Malnar,121161,31,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Fr.,6-2,"Puyallup, WA"
Camdyn Martindale,121162,20,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Sr.,6-1,"Post Falls, ID"
Lance Mittelman,121163,19,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,So.,5-11,"Valencia, CA"
Nolan Mowry,121164,7,Central Wash.,Great Northwest,RIGHT,RIGHT,C,So.,5-11,"Simi Valley, CA"
Jacob Nadeau,121165,28,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Fr.,6-0,"Lacey, WA"
Logan Pierce,121166,99,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-2,"Maple Valley, WA"
Zachary Reynolds,121167,13,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-0,"Bend, OR"
Jonathan Rominger,121168,32,Central Wash.,Great Northwest,LEFT,LEFT,OF,Fr.,6-0,"Ellensburg, WA"
Nolan Soderstrom,121169,24,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Jr.,6-0,"Lake Stevens, WA"
Ethan Swenson,121170,34,Central Wash.,Great Northwest,RIGHT,RIGHT,UT,So.,6-8,"Lynnwood, WA"
Ethan Thomas,121171,25,Central Wash.,Great Northwest,LEFT,RIGHT,P,Jr.,6-7,"Enumclaw, WA"
Logan Thompson,121172,15,Central Wash.,Great Northwest,RIGHT,LEFT,P,So.,6-4,"Sunnyvale, CA"
Gino Trippy Jr.,121173,44,Central Wash.,Great Northwest,RIGHT,RIGHT,INF,Fr.,5-10,"Auburn, WA"
Rocco Wright,121174,23,Central Wash.,Great Northwest,RIGHT,RIGHT,UT,So.,5-11,"Ridgefield, WA"
Braden Zadow,121175,21,Central Wash.,Great Northwest,RIGHT,RIGHT,P,Sr.,6-0,"Auburn, WA"
Grant Barclay,121176,52,Charleston (WV),MEC,,,P,Fr.,-,"Charleston, WV"
Simon Bargo,121177,16,Charleston (WV),MEC,RIGHT,RIGHT,P,Jr.,6-5,"Cincinnati, OH"
Ethan Bechtold,121178,9,Charleston (WV),MEC,,,P,Fr.,-,"Erie, PA"
Logan Bradish,121179,12,Charleston (WV),MEC,RIGHT,RIGHT,UT,So.,6-2,"Latrobe, PA"
Carson Bradley,121180,5,Charleston (WV),MEC,,,UT,Jr.,-,"Barton, MD"
Garrett Broadwater,121181,46,Charleston (WV),MEC,,,UT,Fr.,-,"Carrollton, OH"
Harrison Christiana,121182,19,Charleston (WV),MEC,,,C,Jr.,-,"Ft. Worth, TX"
Kai Close,121183,54,Charleston (WV),MEC,,,UT,Fr.,-,"Wadsworth, OH"
Ashton Cochran,121184,51,Charleston (WV),MEC,,,UT,Fr.,-,"Beaver, WV"
Ryan Comella,121185,4,Charleston (WV),MEC,,,C,So.,-,"Louisville, KY"
Breven Deckrosh,121186,25,Charleston (WV),MEC,,,P,Sr.,-,"Bryan, OH"
Trent Dosenbach,121187,2,Charleston (WV),MEC,,,OF,So.,-,"West Grove, PA"
Kyle Evenhus,121188,32,Charleston (WV),MEC,,,UT,Fr.,-,"Los Alamos, NM"
Abe Fenwick,121189,11,Charleston (WV),MEC,,,UT,So.,6-3,"Charleston, WV"
Devin Fletcher,121190,28,Charleston (WV),MEC,,,P,Sr.,-,"Bethlehem, PA"
Drew Gault,121191,47,Charleston (WV),MEC,,,INF,So.,-,"Youngstown, OH"
Adam Gausman,121192,34,Charleston (WV),MEC,,,P,So.,-,"Erie, PA"
Ian Ginger,121193,18,Charleston (WV),MEC,,,UT,Fr.,-,"Ironton, OH"
Conner Hedgepeth,121194,38,Charleston (WV),MEC,,,P,Fr.,-,"Powhatan, VA"
Joshua Horton,121195,14,Charleston (WV),MEC,,,P,Jr.,-,"Midlothian, VA"
Hunter Howell,121196,29,Charleston (WV),MEC,,,INF,So.,-,"Cullman, AL"
Nick Hulme,121197,26,Charleston (WV),MEC,,,P,So.,-,"Annapolis, MD"
Landon Ingram,121198,8,Charleston (WV),MEC,,,P,So.,-,"Louisville, KY"
Collin Kemp,121199,21,Charleston (WV),MEC,,,INF,So.,-,"Versailles, KY"
Caleb Knapp,121200,23,Charleston (WV),MEC,,,INF,So.,-,"Winifrede, WV"
Andrew Kobryn,121201,39,Charleston (WV),MEC,,,INF,Fr.,-,"Newmarket, Canada"
Harry Lamont,121202,10,Charleston (WV),MEC,,,P,So.,-,
Maxwell Layne,121203,6,Charleston (WV),MEC,,,OF,Jr.,-,"Columbus, OH"
Samuel Lemond,121204,3,Charleston (WV),MEC,,,INF,Sr.,-,"Houston, TX"
Drew Lucy,121205,20,Charleston (WV),MEC,,,C,Fr.,-,"Forest, VA"
Patch Lyman,121206,44,Charleston (WV),MEC,,,P,Sr.,-,"Birmingham, AL"
Carter McClung,121207,15,Charleston (WV),MEC,,,INF,Fr.,-,"Madison, WV"
Owen McMulkin,121208,27,Charleston (WV),MEC,,,P,Jr.,-,
Landon Nida,121209,49,Charleston (WV),MEC,,,UT,Fr.,-,"Ona, WV"
Jaeden Peterson,121210,24,Charleston (WV),MEC,,,P,Fr.,-,"Smithsburg, MD"
Alex Ramon,121211,55,Charleston (WV),MEC,,,INF,Fr.,-,"Randolph, OH"
Kaelin Rogers,121212,50,Charleston (WV),MEC,,,OF,So.,-,"Ashburn, VA"
Derek Seiss,121213,33,Charleston (WV),MEC,,,UT,Fr.,-,"Manchester, MD"
Sam Sheets,121214,31,Charleston (WV),MEC,,,P,Jr.,-,
JP Shultz,121215,35,Charleston (WV),MEC,,,P,Fr.,-,"Ijamsville, MD"
Sam Slodic,121216,43,Charleston (WV),MEC,,,P,Sr.,-,
John Stansbury II,121217,7,Charleston (WV),MEC,,,INF,Sr.,-,"Manassas, VA"
Zachary Sylverston,121218,22,Charleston (WV),MEC,,,OF,So.,-,"Candia, NH"
William Van Meter,121219,40,Charleston (WV),MEC,,,P,Jr.,-,
Hudson Walls,121220,53,Charleston (WV),MEC,,,P,Fr.,-,"Hagerstown, MD"
Devin Walsh,121221,36,Charleston (WV),MEC,,,P,So.,-,"Elkton, MD"
Alex Wilson,121222,37,Charleston (WV),MEC,,,INF,So.,-,"Pratt, WV"
Damian Witty,121223,1,Charleston (WV),MEC,,,OF,Jr.,-,"Hurricane, WV"
Jackson Allred,121224,39,Christian Brothers,Gulf South,LEFT,LEFT,P,So.,5-8,"Omaha, NE"
Michael Atkinson,121225,40,Christian Brothers,Gulf South,LEFT,LEFT,P,Sr.,6-4,"Bowie, MD"
